Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet)
Operator 18,Well 3622,MBH,9756.0,38.0,149,100,21,3125160.0,91693.0,5/8/2012,Sleeves,47.70435512,-103.4885121,,660.0,91.84,469.7896121,396.9428008,322.9399518,277.8654394,242.8692746,-6193318.325863257,3973544.6560408454
Operator 2,Well 3623,MBH,8494.0,23.0,151,99,22,1589099.0,38703.0,12/31/2011,Sleeves,47.87802661,-103.3348711,,660.0,102.7,577.547666,485.1084813,401.8573307,341.5808313,297.8824238,-6136353.817779397,4021277.1901823953
Operator 24,Well 3624,TFH,6926.0,25.0,152,100,25,3323925.0,79818.0,12/17/2011,P & P,47.96223521,-103.4218772,,560.358685,114.9,590.8284024,510.0262985,401.8628096,332.8584995,291.636533,-6146469.226418307,4057591.9225548944
Operator 41,Well 3625,MBH,9593.0,33.0,151,101,9,3669780.0,78631.0,3/16/2012,P & P,47.90694861,-103.6142493,SLICKWATER (HC),660.0,95.86,644.1485865,404.2735043,320.5785667,278.0407627,241.5543502,-6198051.36601203,4054122.8663836573
Operator 24,Well 3626,MBH,9125.0,1.0,149,98,20,165100.0,3000.0,6/5/2012,P & P,47.70459798,-103.244154,,574.293005,14.01,52.89283366,47.56738988,45.61143984,44.15589159,42.45836073,-6136047.842655724,3953686.515886067
Operator 4,Well 3627,MBH,9524.0,27.0,149,99,18,1942620.0,33239.0,2/3/2012,Sleeves,47.73167887,-103.4033478,CROSSLINKED (HC),660.0,44.89,206.4431295,179.4104756,158.0593908,141.2594054,128.120206,-6170067.109781973,3976057.3161948854
Operator 32,Well 3628,MBH,9382.0,30.0,147,101,16,3511729.0,51087.0,5/14/2012,Sleeves,47.55822722,-103.5516355,,660.0,24.69,147.8632479,113.182117,91.22835854,80.5500767,73.23580977,-6225867.662962231,3928057.1178366337
Operator 41,Well 3629,MBH,10044.0,35.0,151,101,9,4325662.0,75477.0,1/27/2012,P & P,47.90694856,-103.6141472,,660.0,99.43,432.4786325,378.731098,318.9623055,286.2699978,251.808021,-6198027.560588417,4054114.4776371727
Operator 6,Well 363,TFH,9158.0,32.0,159,94,29,3199698.0,56477.0,11/30/2013,Sleeves,48.56164583,-102.8446829,,660.0,27.97,169.5595003,119.1431076,101.7477537,90.22207612,82.85393382,-5940395.938786114,4219783.985230346
Operator 4,Well 3630,MBH,8640.0,30.0,149,99,33,2612860.0,33886.0,2/7/2012,Sleeves,47.67604289,-103.3534909,,660.0,65.77,332.5772518,280.1008109,223.6412448,192.614508,170.4142012,-6165117.805615657,3952680.1396261062
Operator 18,Well 3631,MBH,9282.0,38.0,149,99,14,3686239.0,78064.0,2/1/2012,Sleeves,47.73119282,-103.3160286,,660.0,78.43,414.365549,352.5641026,258.1525312,220.5895244,196.8195266,-6149680.039930261,3968767.175900494
Operator 11,Well 3632,MBH,8511.0,25.0,151,104,12,2743574.0,44912.0,10/7/2011,Sleeves,47.90884128,-103.9308112,,660.0,54.57,342.1104536,236.1604208,178.6379575,151.6619183,135.357769,-6271598.934528216,4080867.5155865536
Operator 24,Well 3633,TFH,5180.0,19.0,149,98,20,1546067.0,50794.0,6/28/2012,P & P,47.70459774,-103.24391,,574.293005,52.02,299.9671269,190.0723208,151.3368398,134.9806414,124.8548104,-6135990.686673528,3953666.599216837
Operator 41,Well 3634,MBH,9593.0,39.0,150,100,5,3614384.0,79562.0,12/15/2011,P & P,47.84739028,-103.5138345,,660.0,116.96,933.4976989,594.3239097,428.9447732,359.9568997,311.8452772,-6181866.831762358,4025237.798448149
Operator 24,Well 3635,MBH,5111.0,19.0,149,98,20,1904689.0,55983.0,1/5/2012,P & P,47.70459786,-103.244032,,660.0,62.22,364.0039448,229.0707868,183.6072759,163.6569508,150.2301118,-6136019.264671592,3953676.5575315594
Operator 34,Well 3636,TFH,6593.0,10.0,149,95,13,1571483.0,24150.04762,9/9/2012,P & P,47.71785985,-102.7852782,,660.0,44.66,250.6245891,223.3727811,173.6302871,147.3080576,130.076156,-6026833.717045073,3921281.805594983
Operator 18,Well 3637,MBH,9508.0,38.0,149,99,14,3424534.0,91002.19048,3/22/2012,Sleeves,47.73131619,-103.3161212,LINEAR GEL (HC),660.0,102.04,772.748192,547.1400394,387.4972606,316.6484038,273.7919132,-6149686.833725006,3968817.5421560328
Operator 18,Well 3638,TFH,8597.0,34.0,152,95,32,1197612.0,41560.0,5/15/2012,Sleeves,47.93636811,-102.863301,CROSSLINKED (HC),504.484725,62.77,341.1571335,236.1932939,196.6907736,178.6288261,166.8228139,-6019155.1370690465,4003537.522456196
Operator 24,Well 3639,MBH,8696.0,28.0,149,98,20,4167270.0,98232.0,6/26/2012,P & P,47.70459762,-103.2437881,CROSSLINKED (HC),660.0,96.34,742.6692965,493.1404778,349.2220031,292.8555775,254.5008766,-6135962.132097987,3953656.649070247
Operator 6,Well 364,TFH,9209.0,45.0,159,94,15,3367126.0,71729.0,9/17/2014,P & P (cmt.),48.60365724,-102.8130682,,658.17475,55.32,231.5910585,201.0848126,176.1669954,158.6310176,,-5928083.851629116,4231929.961348301
Operator 38,Well 3640,MBH,7426.0,33.0,148,100,3,2691020.0,51689.0,12/27/2011,OH,47.6739578,-103.4099038,,660.0,70.93,318.6719264,275.8930528,228.3256629,194.853532,172.3372781,-6178590.570813208,3956565.191690077
Operator 34,Well 3641,MBH,4090.0,17.0,149,94,8,2147726.0,30309.2619,1/5/2012,Sleeves,47.73268128,-102.7332706,,660.0,29.48,205.1939513,140.8941486,109.7907079,92.20907298,80.35009862,-6012869.681454665,3922279.4741311353
Operator 1,Well 3642,MBH,9755.0,30.0,153,101,21,2905530.0,53802.0,10/18/2011,P & P,48.05360467,-103.677559,,660.0,85.31,358.7442472,317.466579,278.9666886,249.0357221,231.6211922,-6194890.310928048,4110184.6328420597
Operator 41,Well 3643,MBH,9391.0,31.0,151,100,7,3740820.0,75695.0,3/28/2012,P & P,47.90707994,-103.5310742,SW-GEL HYBRID,660.0,117.45,594.6416831,493.4692089,403.9557309,344.0024837,301.4327197,-6178634.262882917,4047357.924551278
Operator 27,Well 3644,MBH,6399.0,7.0,148,100,4,1602645.0,27738.0,1/14/2012,Sleeves,47.67360038,-103.4326894,,660.0,33.95,147.008547,132.0184089,112.3383739,99.34619037,89.90795529,-6183973.012067236,3958305.07343501
Operator 1,Well 3645,TF2,9713.0,30.0,152,99,22,2765067.0,51639.0,10/29/2011,P & P,47.96473269,-103.3448522,CROSSLINKED (HC),660.0,75.27,475.3122945,311.9329389,252.8325663,220.0306816,195.8141574,-6128204.003607485,4052197.0481603094
Operator 41,Well 3646,MBH,9467.0,38.0,151,102,28,3761760.0,75681.0,4/20/2012,P & P,47.87623659,-103.7475588,SLICKWATER (HC),660.0,90.07,481.8540434,391.7817226,305.4624151,266.4000292,240.3024326,-6232894.426779043,4054430.196362561
Operator 41,Well 3647,MBH,9792.0,39.0,151,100,7,3884520.0,78908.0,3/28/2012,P & P,47.90707959,-103.5309722,SW-GEL HYBRID,624.731885,115.48,610.7166338,513.07254,409.9495946,348.7508218,306.1911023,-6178610.5093722,4047349.4625149085
Operator 41,Well 3648,MBH,9972.0,40.0,151,102,28,4775400.0,87003.0,3/24/2012,P & P,47.87623589,-103.7476609,,660.0,92.9,612.0973044,434.2756958,323.4714004,277.0253488,251.2573964,-6232918.32365728,4054438.3657515654
Operator 38,Well 3649,MBH,8705.0,40.0,151,99,36,2882611.0,48943.0,11/23/2011,OH,47.84863538,-103.2905767,LINEAR GEL (HC),660.0,113.86,532.2813938,479.026956,404.8213894,351.2345679,314.3244576,-6129552.131920968,4007472.457159646
Operator 6,Well 365,MBH,9288.0,34.0,159,94,15,7057175.0,140764.0,9/2/2014,P & P (cmt.),48.60365667,-102.812758,CROSSLINKED (HC),660.0,63.48,266.7981591,233.9250493,204.4378698,187.358463,,-5928012.204960085,4231905.284769122
Operator 2,Well 3650,MBH,9411.0,24.0,151,98,35,2870626.0,63700.0,1/17/2012,Sleeves,47.84895586,-103.1875158,CROSSLINKED (HC),660.0,127.17,663.4451019,563.2916941,451.2272628,385.6198407,344.647162,-6105418.179720316,3999228.353599958
Operator 11,Well 3651,MBH,10024.0,36.0,150,104,35,3984000.0,70539.0,8/16/2012,Sleeves,47.76233554,-103.9621794,,660.0,52.39,234.8126233,215.658558,186.9986851,166.1297392,149.1206443,-6296968.829261826,4032730.230026417
Operator 23,Well 3652,MBH,6670.0,23.0,150,99,11,2491000.0,42300.0,1/28/2012,Sleeves,47.82001697,-103.3163513,,660.0,87.32,546.9099277,461.5384615,330.8678501,272.4596391,237.0233399,-6139032.145043371,3999629.859835308
Operator 18,Well 3653,MBH,9308.0,34.0,153,94,22,1659060.0,36749.0,7/21/2012,Sleeves,48.05317295,-102.7532685,CROSSLINKED (HC),336.21859,150.05,884.0894149,731.2842428,570.8579882,468.785156,400.81087,-5979576.58288268,4035418.4693442555
Operator 18,Well 3654,MBH,8739.0,25.0,150,95,10,2020901.0,55433.0,4/21/2012,Sleeves,47.82324294,-102.8315498,,360.669,148.58,1243.491124,869.3293886,604.355687,478.7931916,407.4293228,-6025174.504899955,3961642.598702086
Operator 41,Well 3655,MBH,9682.0,34.0,152,101,20,3824640.0,71917.0,4/3/2012,P & P,47.96501682,-103.6345723,SLICKWATER (HC),660.0,94.64,820.2498356,492.209073,348.706991,295.8652933,264.9956169,-6195704.495857651,4075931.1258547474
Operator 2,Well 3656,MBH,9373.0,26.0,152,102,19,2348811.0,47705.0,3/19/2012,OH,47.96605311,-103.7828641,,660.0,69.52,343.8527285,267.1816787,227.953101,203.9119001,186.374096,-6230114.4472050695,4088474.4365065913
Operator 18,Well 3657,TFH,9328.0,32.0,150,95,10,2622078.0,71453.0,4/23/2012,Sleeves,47.82336314,-102.8316419,CROSSLINKED (HC),360.669,168.26,1293.984221,916.4255972,659.0729783,533.1324421,452.5777997,-6025181.799566509,3961691.781843789
Operator 24,Well 3658,TFH,9206.0,28.0,149,98,21,4013372.0,93705.0,11/5/2012,P & P,47.70416504,-103.2323278,,553.079365,63.7,324.9506903,263.7080868,215.6640368,185.820732,165.5763752,-6133328.25475198,3952575.0913018826
Operator 18,Well 3659,MBH,9264.0,34.0,149,99,3,1669390.0,62190.0,5/20/2012,Sleeves,47.76042124,-103.3353656,,660.0,118.76,826.3313609,588.7793119,466.4803857,372.4304186,319.3677405,-6150677.830068936,3980487.996124959
Operator 11,Well 366,MBH,10105.0,36.0,161,93,14,3597020.0,61319.0,5/23/2015,Sleeves,48.77757542,-102.7041877,CROSSLINKED (HC),660.0,37.48,,,,,,-5882284.023924615,4284019.571825996
Operator 32,Well 3660,MBH,9354.0,30.0,148,98,19,3625340.0,61235.0,3/10/2012,Sleeves,47.61771799,-103.2179292,CROSSLINKED (HC),660.0,82.5,408.2511506,320.3374973,240.6640368,205.8660238,187.0069034,-6140353.367926579,3921390.799808234
Operator 24,Well 3661,MBH,9202.0,28.0,149,98,21,4259048.0,89483.0,11/4/2012,P & P,47.70416476,-103.2322058,,581.967145,104.54,582.7744905,503.9228578,381.4212141,315.472277,276.4135437,-6133299.694473929,3952565.081178168
Operator 1,Well 3662,TFH,8839.0,29.0,153,94,23,2777082.0,56360.0,8/28/2012,P & P,48.05369507,-102.7287387,LINEAR GEL (HC),494.230535,217.43,1067.521368,901.8518519,739.4641683,641.7378917,584.6838703,-5973788.432372048,4033650.9983384977
Operator 2,Well 3663,MBH,8786.0,22.0,150,100,19,1801645.0,41871.0,3/7/2012,OH,47.7910426,-103.5278831,,660.0,47.32,186.5877712,173.7343853,153.9940828,142.4684053,133.7195924,-6191998.377296655,4006839.971058472
Operator 24,Well 3664,MBH,9272.0,35.0,150,101,32,3382989.0,226370.0,4/27/2012,P & P,47.76218388,-103.6383821,,660.0,102.55,515.4503616,367.4994521,296.6250274,254.7739061,231.4705238,-6221343.457218981,4005902.886326696
Operator 24,Well 3665,MBH,9399.0,28.0,149,98,21,4073522.0,97120.0,10/25/2012,P & P,47.70416561,-103.2325718,,553.079365,105.37,631.130835,515.5599386,387.5410914,323.0659654,282.4101468,-6133385.374062126,3952595.11514068
Operator 1,Well 3666,MBH,9420.0,30.0,153,94,23,2857869.0,58263.0,8/31/2012,P & P,48.05369678,-102.7283703,LINEAR GEL (HC),489.36813,170.71,924.8191979,756.2678063,620.0087662,528.6507415,472.0441595,-5973702.226261041,4033622.3311337857
Operator 2,Well 3667,MBH,9204.0,1.0,150,100,19,53312.0,3310.0,3/9/2012,OH,47.79104295,-103.5280664,,449.37806,19.75,125.5752794,103.5174227,81.5472277,67.87931916,57.98542625,-6192041.182456729,4006855.1090409425
Operator 36,Well 3668,TFH,8990.0,28.0,150,95,2,3449181.0,74758.0,1/21/2012,P & P,47.84341765,-102.8107045,,639.3319,157.09,1024.621959,706.2130178,582.2978304,498.3965228,446.9373219,-6017895.312282807,3966993.987940276
Operator 18,Well 3669,TFH,9347.0,29.0,151,95,33,1445488.0,39165.0,11/17/2012,Sleeves,47.84893438,-102.8465533,SLICKWATER (HC),382.94591,140.82,1182.87311,796.120973,548.7398641,423.7051647,358.49222,-6025635.104489037,3971780.3783123665
Operator 1,Well 367,MBH,4376.0,1.0,161,95,17,319000.0,0.0,1/1/2004,No Data,48.76562833,-103.0303103,,660.0,21.95,157.0677186,132.3033092,110.8700416,97.83037475,87.56026737,-5958870.360300821,4305560.477843603
Operator 34,Well 3670,MBH,3657.0,17.0,149,94,3,2181198.0,31432.45238,3/17/2012,Sleeves,47.74773644,-102.6870108,LINEAR GEL (HC),660.0,116.45,628.3694938,510.2344948,424.6931843,357.4731536,312.2698882,-6000230.66629973,3923826.247661501
Operator 12,Well 3671,TFH,4229.0,16.0,149,94,20,2113945.0,26075.0,9/4/2012,P & P,47.71690655,-102.7466132,LINEAR GEL (HC),660.0,53.65,369.6581197,279.2351523,208.0648696,168.1459566,145.162174,-6017869.959048371,3917857.5048074313
Operator 2,Well 3672,MBH,10548.0,26.0,152,102,23,2435032.0,49310.47619,1/9/2012,OH,47.96498731,-103.7048768,,575.176455,68.94,334.0565417,288.2752575,236.5110673,203.3640149,184.4318431,-6212084.534407635,4081690.010814014
Operator 2,Well 3673,MBH,8023.0,22.0,150,100,20,2246156.0,41787.0,11/13/2012,Sleeves,47.79130235,-103.5133245,CROSSLINKED (HC),660.0,62.22,288.1985536,255.6760903,217.2638615,196.3985682,178.7146614,-6188563.535499649,4005737.6743378863
Operator 18,Well 3674,MBH,9191.0,30.0,151,95,33,1611809.0,30784.0,11/18/2012,Sleeves,47.84893425,-102.8467572,LINEAR GEL (HC),382.94591,157.58,1162.097304,781.0870042,570.4251589,485.7805537,420.4635108,-6025682.864660423,3971796.65004903
Operator 45,Well 3675,MBH,8748.0,31.0,150,101,21,3782514.0,72672.02381,5/18/2012,P & P,47.79177585,-103.610217,LINEAR GEL (HC),660.0,69.6,386.4891519,320.1840894,240.620206,205.4751991,184.4263642,-6211151.980333363,4013848.3423687285
Operator 41,Well 3676,MBH,9531.0,32.0,152,101,26,3799880.0,83301.0,3/3/2012,P & P,47.96304568,-103.5742106,,331.84214,119.77,980.6706114,624.3480167,439.3491124,364.8915187,321.9674556,-6181880.503427572,4070304.4746231595
Operator 2,Well 3677,MBH,7456.0,22.0,150,100,20,2435693.0,48470.0,9/23/2012,Sleeves,47.79130225,-103.5135078,CROSSLINKED (HC),660.0,64.0,315.4174885,248.9809336,215.7462196,192.479363,175.9889327,-6188606.397667144,4005752.6490336847
Operator 41,Well 3678,MBH,9745.0,39.0,151,101,33,3776960.0,84092.0,3/1/2012,P & P,47.84929675,-103.6083953,,660.0,83.23,636.9165023,397.3372781,313.1985536,259.2665644,223.9590182,-6203714.666764997,4033646.7067482453
Operator 36,Well 3679,TFH,9405.0,31.0,149,95,35,3591030.0,84655.0,7/3/2012,P & P,47.67514381,-102.8077176,LINEAR GEL (HC),618.000315,204.59,1331.91979,893.9623055,711.9712908,619.3403463,559.3003506,-6037170.600008201,3908222.204391588
Operator 1,Well 368,TFH,9456.0,30.0,161,94,25,4427871.0,59709.0,3/7/2014,P & P,48.74836151,-102.8157954,CROSSLINKED (HC),660.0,63.24,318.8362919,285.3166776,223.2577252,187.1539192,161.4371028,-5911492.172010316,4282596.689181667
Operator 1,Well 3680,MBH,10258.0,30.0,153,94,23,2860076.0,55518.0,7/17/2012,P & P,48.05369593,-102.7285545,LINEAR GEL (HC),505.12806,67.49,407.8238001,287.4534298,230.8678501,196.4606618,173.3645628,-5973745.328738929,4033636.6664317264
Operator 46,Well 3681,MBH,9262.0,35.0,150,102,35,3625250.0,233891.0,12/7/2012,P & P,47.76232695,-103.6995119,SLICKWATER (HC),377.57581,82.41,521.0059172,379.1146176,278.7530134,237.3913361,213.2862152,-6235614.407613453,4010985.8924148595
Operator 36,Well 3682,TFH,9171.0,30.0,149,95,8,3643290.0,89653.0,6/21/2012,P & P,47.73270921,-102.8604933,LINEAR GEL (HC),609.711315,179.14,743.5897436,663.1711593,583.420995,521.590328,482.6868288,-6042721.025846934,3932473.2041193466
Operator 2,Well 3683,MBH,10204.0,26.0,151,98,11,3513651.0,127860.0,11/9/2011,Sleeves,47.90678738,-103.1903619,,636.908625,112.7,570.2169625,480.5281613,409.6537366,368.7741983,335.4646066,-6099129.052454874,4019550.654812098
Operator 41,Well 3684,MBH,9730.0,36.0,153,98,34,3919780.0,86409.0,9/1/2012,P & P,48.02481742,-103.2749002,,585.07796,124.96,705.2925707,508.7113741,427.953101,392.3661334,359.9852071,-6104638.295857855,4067397.6103345864
Operator 24,Well 3685,TFH,9196.0,28.0,149,98,21,3963860.0,95818.0,10/26/2012,P & P,47.70416533,-103.2324498,,581.967145,99.71,588.4944116,501.2710936,367.5816349,303.8753744,266.7680254,-6133356.813812228,3952585.1049375054
Operator 36,Well 3686,TFH,9208.0,29.0,149,95,33,3532991.0,79012.0,5/17/2012,P & P,47.67533663,-102.8407912,LINEAR GEL (HC),649.85514,248.21,1247.074293,1006.607495,837.3986412,742.369786,675.7040324,-6044915.622261599,3910941.758783271
Operator 1,Well 3687,TFH,10397.0,28.0,153,94,23,2678293.0,49407.0,7/17/2012,P & P,48.05369421,-102.7289228,LINEAR GEL (HC),492.59534,109.3,594.904668,459.7633136,372.1674337,322.0286361,286.741179,-5973831.512630555,4033665.3223928493
Operator 11,Well 3688,MBH,9932.0,36.0,152,101,2,3590330.0,67858.0,11/16/2012,Sleeves,48.01192452,-103.5624836,UNKNOWN,660.0,105.55,849.5069034,625.4766601,450.5807583,364.9170867,312.8068157,-6173195.925356649,4086306.345309664
Operator 24,Well 3689,TFH,9300.0,28.0,152,99,32,4049177.0,100768.0,9/1/2012,P & P,47.93559421,-103.3832725,,486.41249,141.13,807.0677186,624.6657901,495.3868069,419.5521952,369.3951348,-6140691.484156032,4045201.141372715
Operator 11,Well 369,MBH,9464.0,30.0,160,93,15,2693075.0,36776.0,9/9/2014,Sleeves,48.68895098,-102.6698304,LINEAR GEL (HC),495.6306,47.26,269.756739,222.0249836,174.1343414,,,-5884858.836232519,4250406.428112691
Operator 32,Well 3690,MBH,9579.0,20.0,148,98,8,1419380.0,8355.0,2/12/2012,Sleeves,47.64650211,-103.1962504,,660.0,33.09,133.530572,127.8763971,106.9636204,94.27277376,84.78522902,-6131804.294701803,3929622.305309952
Operator 47,Well 3691,MBH,4499.0,20.0,151,94,20,2519701.0,29788.0,3/11/2015,Sleeves,47.89054628,-102.7443137,CROSSLINKED (HC),456.32979,108.61,677.8763971,384.7797502,,,,-5996759.794896271,3978094.618583527
Operator 38,Well 3692,MBH,4548.0,32.0,151,94,20,2014939.0,47619.0,3/6/2015,Sleeves,47.89054742,-102.7445177,LINEAR GEL (HC),660.0,136.85,668.0144642,616.1187815,,,,-5996807.413243516,3978111.273065279
Operator 2,Well 3693,MBH,7248.0,22.0,150,100,33,2386418.0,48785.0,9/7/2012,Sleeves,47.76210148,-103.4922299,LINEAR GEL (HC),660.0,73.82,391.4201183,315.954416,265.0065746,230.8897655,206.407517,-6187177.731863801,3993880.586829341
Operator 24,Well 3694,MBH,9242.0,28.0,152,99,31,4166764.0,93959.0,5/18/2012,P & P,47.93583989,-103.4005037,CROSSLINKED (HC),323.37704,137.23,705.3583169,610.891957,484.0894149,414.204836,367.3652202,-6144681.96647625,4046688.375502842
Operator 24,Well 3695,TFH,8219.0,28.0,149,98,7,4262541.0,93860.0,11/27/2012,P & P,47.73310964,-103.2673066,,553.53468,86.18,587.0808679,415.0558843,314.7983783,263.4012711,230.4213237,-6138037.61928796,3965467.930800513
Operator 38,Well 3696,MBH,8453.0,35.0,153,93,31,3310858.0,40259.0,7/15/2012,Sleeves,48.02419341,-102.6954224,,640.337455,183.69,883.1360947,718.1788297,577.0381328,512.2835854,465.4448828,-5969501.412905108,4020732.5870208815
Operator 11,Well 3697,MBH,9502.0,30.0,151,102,2,3544199.0,62060.0,9/26/2012,15 Sleeves and 15 P & P,47.93433651,-103.6989196,,660.0,72.9,447.9947403,283.5196143,229.7172913,205.6687852,186.3028709,-6214445.476353466,4070571.5984425447
Operator 24,Well 3698,MBH,8939.0,28.0,149,98,7,4221666.0,87510.0,11/28/2012,P & P,47.73310941,-103.2675507,,553.53468,96.54,633.6949375,458.2401929,350.4492658,288.896194,250.739645,-6138094.822441501,3965487.698118927
Operator 38,Well 3699,TFH,8563.0,30.0,153,93,31,2877380.0,34163.0,9/13/2012,Sleeves,48.02428297,-102.6813653,LINEAR GEL (HC),660.0,183.61,938.034188,791.4201183,635.6234933,547.7281029,501.5012053,-5966207.009001253,4019648.140904936
Operator 2,Well 37,TFH,9658.0,30.0,142,99,29,2757927.0,57661.0,7/19/2012,P & P,47.08801512,-103.2447055,CROSSLINKED (HC),660.0,19.82,85.8974359,78.90642121,65.83936007,58.2694134,52.72846811,-6210374.465894147,3739805.5757516557
Operator 6,Well 370,TFH,9089.0,35.0,159,94,7,4136260.0,70642.0,7/17/2015,P & P (cmt.),48.61791287,-102.8655383,CROSSLINKED (HC),352.256985,65.15,,,,,,-5938513.8827327,4241042.447052178
Operator 1,Well 3700,MBH,9461.0,26.0,148,99,24,2475061.0,50783.0,1/18/2012,P & P,47.6175893,-103.2336168,,660.0,57.24,311.5055884,245.3539338,200.1260136,173.9973702,153.879027,-6144051.136940842,3922622.3853302915
Operator 24,Well 3701,MBH,9174.0,28.0,152,99,32,4097535.0,88480.0,8/31/2012,P & P,47.93559301,-103.38315,CROSSLINKED (HC),660.0,157.27,1003.188692,778.3037475,607.6156038,489.7289795,419.2828183,-6140663.047764322,4045190.7608995875
Operator 24,Well 3702,TFH,7525.0,27.0,149,98,7,4317308.0,91203.0,11/19/2012,P & P,47.73310952,-103.2674287,,390.97384,70.31,455.5555556,305.1172474,237.815034,196.1574987,169.5129301,-6138066.2331856685,3965477.816769189
Operator 23,Well 3703,MBH,9346.0,30.0,150,98,17,3726388.0,59091.0,2/14/2012,OH,47.81763475,-103.2443174,,660.0,108.03,611.9000657,502.695595,400.5752794,333.6839798,296.8195266,-6122472.302533148,3992951.752214436
Operator 41,Well 3704,MBH,10280.0,36.0,152,101,20,4084640.0,77357.0,3/27/2012,P & P,47.96502549,-103.6344702,SLICKWATER (HC),660.0,95.49,593.5239974,419.9758931,332.1389437,284.8637592,253.7639711,-6195679.651639154,4075925.7646561693
Operator 24,Well 3705,TFH,9231.0,28.0,152,99,32,4334933.0,89827.0,9/1/2012,P & P,47.93559181,-103.3830275,CROSSLINKED (HC),642.936275,117.58,763.2478632,540.0504054,402.4216524,342.2529038,305.5939075,-6140634.611357505,4045180.380466031
Operator 24,Well 3706,MBH,9318.0,28.0,149,98,7,4158778.0,68066.47619,12/1/2012,P & P,47.7331093,-103.2676728,SLICKWATER (HC),440.6235,90.4,687.8698225,454.6351085,345.5128205,293.7321937,257.0677186,-6138123.435106554,3965497.5876393183
Operator 12,Well 3707,TFH,4401.0,19.0,150,94,21,4639136.0,54266.0,9/7/2012,P & P,47.80372748,-102.716416,,660.0,132.14,606.4102564,559.5989481,465.0120535,392.9761122,344.7704361,-6000505.47657944,3945655.827469379
Operator 18,Well 3708,MBH,9223.0,38.0,149,99,15,1534709.0,55563.0,8/12/2012,Sleeves,47.73131796,-103.3351663,,660.0,97.17,593.5897436,477.4490467,359.0948937,295.9091241,254.4378698,-6154146.650421862,3970369.678316466
Operator 18,Well 3709,MBH,9323.0,20.0,145,98,12,2698147.0,78140.54762,4/13/2012,Sleeves,47.40020461,-103.1156662,CROSSLINKED (HC),660.0,43.63,216.1078238,183.3333333,150.6355468,131.4668712,115.1928556,-6142414.248160521,3837562.603215527
Operator 6,Well 371,MBH,9229.0,34.0,159,94,7,3060820.0,61750.0,4/10/2013,Sleeves,48.61745984,-102.8707468,,570.49353,107.94,451.0519395,426.736796,368.7431514,320.5018628,284.9167215,-5939771.478608589,4241296.216769911
Operator 1,Well 3710,MBH,9266.0,30.0,153,100,6,2873716.0,53821.0,1/23/2012,P & P,48.0968636,-103.600831,,660.0,79.5,405.2925707,343.3267587,265.2750384,234.4437139,216.0913872,-6171767.188107117,4118916.0260157976
Operator 1,Well 3711,MBH,10384.0,30.0,152,99,5,2719519.0,52624.0,1/24/2013,P & P,48.00983336,-103.3790158,,602.63741,144.54,876.3313609,684.9550734,562.5520491,477.6901162,409.9879465,-6130712.870799043,4070633.989090898
Operator 37,Well 3712,MBH,9180.0,17.0,148,99,4,2867630.0,55540.0,8/13/2012,OH,47.67357934,-103.2986028,LINEAR GEL (HC),660.0,81.21,398.2905983,331.4486084,254.4104756,215.4868873,188.6669954,-6152549.140657913,3947349.2974203215
Operator 11,Well 3713,MBH,9292.0,31.0,152,101,12,4496849.0,82999.0,2/14/2012,Sleeves,48.00412567,-103.5606698,,660.0,127.37,856.2458909,631.2184966,466.4913434,392.6766017,345.0416393,-6173723.200506328,4083451.773417028
Operator 41,Well 3714,MBH,9497.0,39.0,151,100,20,3758120.0,78157.0,5/26/2012,P & P,47.87806796,-103.5123104,,648.390285,107.17,1043.261012,610.3002411,450.4273504,367.4556213,317.2446855,-6177782.65465508,4035757.1935931775
Operator 9,Well 3715,MBH,8588.0,32.0,147,99,30,2678650.0,36757.0,4/3/2012,OH,47.52836466,-103.3503689,SW-XL HYBRID,660.0,53.2,445.9894806,245.2333991,182.7416174,155.5920812,139.2696691,-6182227.360164949,3901185.116513686
Operator 18,Well 3716,MBH,9442.0,30.0,152,99,8,2947500.0,45220.0,8/16/2012,Sleeves,47.99837789,-103.3892644,LINEAR GEL (HC),660.0,116.05,813.6423406,614.4203375,457.6265615,368.9422164,314.3189787,-6134488.114869005,4067488.5729785766
Operator 1,Well 3717,MBH,9040.0,30.0,153,100,7,2886760.0,54023.0,1/29/2012,P & P,48.08782954,-103.6001012,,650.3569,77.66,368.7376726,325.257506,266.7598071,232.8475418,211.4453211,-6172699.194227769,4115721.2217091867
Operator 23,Well 3718,MBH,5095.0,22.0,153,96,3,2663180.0,36725.0,11/8/2013,Sleeves,48.10977323,-103.0084306,CROSSLINKED (HC),660.0,85.81,555.7527942,414.1463949,325.1808021,268.0692527,229.5775805,-6032340.559738667,4075478.362180028
Operator 9,Well 3719,MBH,9069.0,34.0,146,99,4,3212690.0,38565.0,6/3/2012,OH,47.5011125,-103.3003401,CROSSLINKED (HC),660.0,36.72,279.5857988,175.8163489,133.9634013,114.6577544,97.58382643,-6173757.559291003,3887639.850864264
