Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet)
Operator 1,Well 372,TFH,10063.0,30.0,161,94,21,4237375.0,55718.0,3/16/2014,P & P,48.75107156,-102.8875359,,660.0,48.95,288.9546351,240.4010519,185.7385492,153.5137702,131.6184528,-5927710.509165173,4289195.739555068
Operator 23,Well 3720,MBH,4250.0,15.0,153,96,3,1533000.0,23415.0,11/5/2013,Sleeves,48.10977323,-103.0087993,,660.0,54.88,405.7856673,280.8021039,214.9517861,173.3873913,148.1399299,-6032426.457116138,4075507.895451443
Operator 23,Well 3721,MBH,10004.0,32.0,153,96,26,3606088.0,58841.0,1/9/2013,19 Sleeves and 13 P & P,48.05119491,-102.9975527,CROSSLINKED (HC),599.99157,162.69,763.2149901,676.550515,582.0458032,501.2564833,450.2629849,-6036809.427067755,4054230.0883830027
Operator 2,Well 3722,TFH,8082.0,22.0,151,99,29,1423374.0,43196.0,7/25/2012,OH,47.87639369,-103.3772904,,342.55913,40.79,213.7080868,177.2737234,152.2627657,137.8442545,127.0984002,-6146459.395626437,4024160.878351592
Operator 2,Well 3723,MBH,8082.0,22.0,151,99,29,2402828.0,42007.0,7/25/2012,OH,47.87639308,-103.3771067,,660.0,89.88,373.2412886,344.126671,302.3175542,262.5392651,237.3301556,-6146416.564514473,4024145.712828466
Operator 6,Well 3724,MBH,9579.0,21.0,152,96,24,2718140.0,59167.0,3/21/2012,Sleeves,47.9641433,-102.9099715,,594.46131,162.52,985.7659435,814.9791804,659.1113303,540.3462634,470.3183213,-6026755.618786484,4016933.8135995283
Operator 33,Well 3725,TFH,9540.0,40.0,150,94,32,10044658.0,124479.381,1/27/2015,P & P (cmt.),47.7615272,-102.7403368,,491.263695,217.59,946.8441815,895.2881876,,,,-6011111.936633462,3932880.188617783
Operator 33,Well 3726,MBH,9540.0,40.0,150,94,32,10044658.0,124479.381,1/27/2015,P & P (cmt.),47.76152758,-102.7401333,CROSSLINKED (HC),660.0,228.68,1309.040105,1082.87311,,,,-6011064.150166092,3932864.0697344863
Operator 35,Well 3727,MBH,8678.0,25.0,152,93,18,2584073.0,79171.0,9/4/2012,Sleeves,47.99089049,-102.6352232,CROSSLINKED (HC),660.0,124.33,752.6627219,584.5825115,449.0850318,372.3975455,325.9396231,-5959370.090231533,4004359.5815943354
Operator 18,Well 3728,MBH,9329.0,30.0,149,100,17,1336287.0,38082.0,4/27/2013,Sleeves,47.7316936,-103.509131,,660.0,46.67,243.8527285,198.1043173,162.6999781,137.3475053,120.014245,-6194824.873456511,3984716.993850582
Operator 33,Well 3729,MBH,10139.0,40.0,150,94,32,9973883.0,125981.7857,2/12/2015,P & P (cmt.),47.76158809,-102.73711,CROSSLINKED (HC),660.0,220.2,1294.444444,1094.981372,,,,-6010347.708297412,3932643.7020879737
Operator 15,Well 373,MBH,9462.0,33.0,161,91,34,5088155.0,111040.0,9/3/2014,P & P (cmt.),48.72107345,-102.4622003,CROSSLINKED,660.0,77.21,459.2373439,403.3749726,306.4760026,239.8129885,,-5833103.682947559,4245397.366034547
Operator 23,Well 3730,MBH,10151.0,32.0,153,96,26,3491541.0,59617.0,2/15/2013,19 Sleeves and 13 P & P,48.05111816,-102.9972044,CROSSLINKED (HC),615.28799,162.3,743.8856016,626.8025422,552.4545255,488.6441668,438.7573964,-6036737.372626297,4054175.4753492754
Operator 6,Well 3731,MBH,8908.0,34.0,150,102,6,3960250.0,251863.0,6/27/2013,P & P,47.84747038,-103.7771088,,660.0,78.53,467.357002,353.9119001,270.8853824,232.1827745,210.2618891,-6243311.56735852,4046895.7587391096
Operator 33,Well 3732,TFH,9614.0,40.0,150,94,32,9969894.0,131924.5476,2/12/2015,P & P (cmt.),47.7615877,-102.7373135,CROSSLINKED (HC),577.94389,196.59,1228.763971,948.6631602,,,,-6010395.496456422,3932659.815825898
Operator 32,Well 3733,TFH,9601.0,40.0,151,97,20,3972820.0,67861.0,7/13/2012,Sleeves,47.876935,-103.1303044,CROSSLINKED (HC),596.34014,93.05,581.4595661,401.4683322,315.2366864,276.5468624,251.0272847,-6088680.2007310605,4004324.8448152775
Operator 11,Well 3734,MBH,9330.0,30.0,151,104,13,2716531.0,43318.0,12/21/2011,Sleeves,47.89609334,-103.9262271,,660.0,58.35,252.4326101,226.6929652,188.587552,166.3744612,150.8903134,-6272101.510882001,4076071.6871747077
Operator 35,Well 3735,TFH,8878.0,24.0,152,93,18,2456889.0,71481.0,9/9/2012,Sleeves,47.99089031,-102.6355297,CROSSLINKED,518.692145,177.24,708.2511506,586.8069253,537.9848784,503.3165315,476.994302,-5959441.766756513,4004383.814542409
Operator 6,Well 3736,MBH,9308.0,27.0,153,95,28,3109303.0,61808.0,11/29/2012,Sleeves,48.0387596,-102.907965,LINEAR GEL (HC),629.71579,166.36,1066.074951,808.0210388,686.817883,626.9669077,580.133684,-6017394.556717919,4042733.2853292897
Operator 11,Well 3737,MBH,8815.0,26.0,151,98,28,3418886.0,43482.0,3/6/2012,Sleeves,47.87470364,-103.2247945,,379.25677,132.19,997.2386588,679.2570677,498.7727372,404.1894952,353.5092045,-6111035.192407987,4011191.130101383
Operator 18,Well 3738,MBH,9817.0,21.0,149,100,17,1288999.0,25875.0,5/13/2013,Sleeves,47.73169347,-103.5093344,,660.0,48.23,297.8303748,217.2255095,170.8525093,144.8170064,126.7641902,-6194872.486847161,3984733.6185630574
Operator 32,Well 3739,TFH,9581.0,30.0,151,97,29,3008750.0,50094.0,7/17/2012,Sleeves,47.87570348,-103.1294736,,653.30846,76.68,552.8599606,354.58032,265.0175323,219.6800351,192.6802542,-6088633.772313945,4003829.8054954372
Operator 6,Well 374,MBH,9260.0,36.0,159,94,7,4261569.0,75431.0,7/19/2015,P & P (cmt.),48.61791345,-102.8653315,LINEAR GEL (HC),441.763455,72.22,,,,,,-5938466.025463496,4241026.30595877
Operator 2,Well 3740,MBH,9614.0,26.0,150,97,31,3458971.0,63228.0,1/9/2012,Sleeves,47.76179549,-103.1463448,CROSSLINKED (HC),639.154395,90.78,536.9822485,414.6723647,358.0155599,320.0891227,287.3822047,-6106254.408494421,3965617.10165968
Operator 24,Well 3741,MBH,8219.0,18.0,149,104,12,2873360.0,61649.0,4/16/2012,P & P,47.73340724,-103.9324398,CROSSLINKED (HC),660.0,48.91,155.2268245,148.0824019,139.0916064,129.2497626,119.7622178,-6293588.082224915,4020242.0704102446
Operator 2,Well 3742,MBH,10490.0,26.0,150,98,13,3033622.0,62778.0,3/19/2012,Sleeves,47.8179408,-103.1718619,,660.0,116.18,518.2445759,470.9511286,405.8075827,357.3160932,324.961648,-6105484.601997901,3987186.802178104
Operator 41,Well 3743,MBH,9801.0,30.0,153,98,35,3813070.0,79040.0,9/17/2012,P & P,48.02491505,-103.2425324,,660.0,126.98,653.0900723,571.0826211,460.5906202,393.2829279,351.7148806,-6097082.211660833,4064813.533610729
Operator 1,Well 3744,MBH,9640.0,29.0,151,99,24,2773204.0,52385.0,12/22/2011,P & P,47.87775137,-103.2971647,,655.628015,105.55,498.7508218,452.8928337,396.9428008,367.8939294,337.5630068,-6127578.440327323,4018118.4240572536
Operator 41,Well 3745,MBH,11292.0,44.0,152,99,1,4505953.0,89402.0,9/10/2012,P & P,48.02369617,-103.2931414,LINEAR GEL (HC),559.650655,149.13,1104.010519,700.3396888,554.0817445,471.9081014,425.4903572,-6109024.891086703,4068484.7098013614
Operator 24,Well 3746,MBH,9427.0,35.0,150,101,28,4456204.0,252788.0,7/31/2012,P & P,47.78969242,-103.6133585,,660.0,116.39,608.5470085,438.220469,352.7613412,307.1517277,281.6102345,-6212140.059464311,4013383.946426032
Operator 8,Well 3747,MBH,9356.0,40.0,146,99,34,4016000.0,108202.0,1/1/2012,No Data,47.41581039,-103.2801406,,574.324805,42.37,325.4109139,202.4435678,156.1253561,132.533421,116.5927022,-6179286.430763255,3856394.0022604796
Operator 1,Well 3748,MBH,9539.0,30.0,152,102,32,2409639.0,54832.0,12/6/2011,P & P,47.93584768,-103.7622962,SLICKWATER (HC),619.956875,74.17,472.2550953,355.796625,277.9092702,229.702681,201.4162831,-6229027.048891984,4076309.0866825753
Operator 9,Well 3749,MBH,8081.0,31.0,146,99,34,3098660.0,36724.0,5/7/2012,OH,47.41581027,-103.2803954,,660.0,29.18,213.2478632,134.8893272,99.99452115,83.00094967,72.69614289,-6179346.444180313,3856414.7977814362
Operator 11,Well 375,TFH,9758.0,36.0,160,93,1,4317005.0,57025.0,8/1/2013,Sleeves,48.71965147,-102.635804,CROSSLINKED (HC),587.470405,24.92,94.34582512,90.57637519,83.76616261,78.61786836,73.89875082,-5873366.869807713,4258451.82227516
Operator 2,Well 3750,TFH,8785.0,16.0,151,98,22,774097.0,33495.0,6/4/2012,P & P,47.87762746,-103.2027843,,528.730175,44.07,204.3063774,175.9040105,152.0052597,135.5979253,123.1399299,-6105539.26185883,4010424.7180941585
Operator 2,Well 3751,MBH,9753.0,22.0,150,97,8,3127836.0,61378.0,6/13/2012,P & P,47.81964087,-103.115073,,660.0,76.44,501.9066404,375.3451677,280.1008109,243.3778947,219.6005917,-6091991.639402532,3983185.597867714
Operator 24,Well 3752,MBH,9023.0,2.0,148,99,6,166517.0,4763.0,2/1/2012,P & P,47.67370401,-103.3466745,,660.0,70.47,375.1808021,337.3219373,268.1733509,231.9964935,204.9556213,-6163802.764469221,3951312.1946153715
Operator 4,Well 3753,MBH,9332.0,30.0,151,101,7,2867680.0,40716.0,2/15/2013,Sleeves,47.90705092,-103.6557666,,653.32608,78.74,367.8829717,316.2283585,258.5360508,231.5143546,212.8095551,-6207720.630530047,4057564.742555406
Operator 45,Well 3754,MBH,8723.0,31.0,149,100,9,3731458.0,78424.40476,5/11/2012,P & P,47.73330251,-103.4902126,,601.023415,91.71,513.9710717,412.3055008,315.6366426,266.2466214,236.889108,-6190202.286049935,3983725.113431928
Operator 2,Well 3755,MBH,5587.0,16.0,150,97,8,2068990.0,35804.0,5/2/2012,OH,47.8196399,-103.1148897,CROSSLINKED (HC),660.0,55.85,271.9263642,250.2301118,210.8809993,180.8130616,159.3250055,-6091948.85850691,3983170.453599284
Operator 6,Well 3756,MBH,9142.0,25.0,150,101,15,2867963.0,76297.0,9/30/2012,Sleeves,47.8186249,-103.5955285,CROSSLINKED (HC),660.0,64.91,361.8014464,299.8575499,234.9660311,198.0458763,172.9783037,-6204448.181671285,4021953.356565492
Operator 36,Well 3757,TFH,8742.0,30.0,150,95,21,3535230.0,78991.0,8/19/2012,P & P,47.79094259,-102.8490101,LINEAR GEL (HC),388.59706,280.16,1380.013149,1154.185843,963.6149463,861.4215794,775.9204471,-6033104.782735191,3951805.193029173
Operator 12,Well 3758,TFH,3890.0,18.0,150,94,21,1960528.0,26751.0,9/26/2012,P & P,47.8037271,-102.7162124,LINEAR GEL (HC),660.0,110.76,563.9710717,436.6754328,350.739645,298.1554533,267.0337497,-6000457.786326355,3945639.4607945983
Operator 36,Well 3759,TFH,9456.0,31.0,150,95,12,3833204.0,86909.0,3/11/2012,P & P,47.83190271,-102.7892776,,660.0,189.01,953.3201841,811.6589963,683.1525312,591.2594054,527.2600263,-6014242.951072911,3961275.379348762
Operator 11,Well 376,TFH,9653.0,36.0,160,93,15,3117299.0,45153.0,8/23/2014,Sleeves,48.68475848,-102.6694784,CROSSLINKED (HC),491.00655,59.56,293.4911243,252.2024984,204.7611221,170.6297027,,-5885274.08057934,4248916.225399218
Operator 27,Well 3760,MBH,8894.0,21.0,149,100,31,2872517.0,45849.0,6/20/2012,P & P,47.67554651,-103.5319478,CROSSLINKED (HC),660.0,51.97,257.6594346,203.4735919,177.2298926,157.4731536,140.5407627,-6206989.228227459,3967115.603187203
Operator 46,Well 3761,MBH,9319.0,35.0,149,102,24,4776162.0,241454.0,11/20/2012,P & P,47.70437369,-103.6786696,,660.0,120.65,642.3405654,523.7672584,415.4229673,354.7592958,315.3627,-6237822.10530639,3989180.5884955246
Operator 44,Well 3762,MBH,8802.0,30.0,149,97,2,2006707.0,41538.0,2/21/2013,Sleeves,47.7600626,-103.0549601,CROSSLINKED (HC),660.0,45.26,215.877712,168.7486303,136.0124918,120.3119293,106.8403463,-6085053.104910149,3957628.994894273
Operator 11,Well 3763,MBH,9468.0,36.0,151,104,17,4811700.0,62303.0,3/4/2013,Sleeves,47.89227477,-104.0181796,,660.0,73.26,481.130835,321.6414639,259.6482577,220.7502374,197.0359413,-6293991.156099126,4082377.752080806
Operator 41,Well 3764,MBH,9438.0,39.0,151,101,10,3810822.0,78781.0,2/22/2013,P & P,47.90727819,-103.5860029,,498.86438,102.89,542.5378041,385.9631821,325.2191541,288.4798013,257.2348236,-6191423.281298871,4051922.271618373
Operator 46,Well 3765,MBH,9591.0,35.0,151,103,9,3377217.0,243033.0,6/4/2012,P & P,47.9067785,-103.8767597,,660.0,85.96,375.4766601,364.7600263,285.6837607,250.9679305,226.5724304,-6259261.987162822,4075679.467256397
Operator 41,Well 3766,MBH,10101.0,40.0,151,101,10,4082170.0,82467.0,4/9/2013,P & P,47.90727785,-103.586105,,660.0,93.69,453.9119001,346.197677,278.3640149,247.4468551,226.2135656,-6191447.1367986705,4051930.517378071
Operator 44,Well 3767,MBH,9750.0,30.0,149,97,2,3848846.0,64931.0,2/18/2013,Sleeves,47.76006266,-103.0550904,CROSSLINKED (HC),416.13788,56.72,308.086785,240.9598948,186.2699978,162.1484404,147.7427131,-6085083.629506873,3957639.531284814
Operator 32,Well 3768,MBH,9491.0,30.0,148,98,14,3517550.0,46656.0,8/2/2012,Sleeves,47.6444819,-103.1255816,,660.0,101.0,579.8159106,413.0506246,349.8849441,287.8807802,250.887574,-6115462.62349103,3923186.4872569684
Operator 1,Well 3769,TFH,9597.0,39.0,146,98,2,3828310.0,68090.0,6/26/2012,P & P,47.49831715,-103.1346513,LINEAR GEL (HC),660.0,30.67,179.5200526,129.026956,103.8461538,90.20746585,81.85678282,-6135123.576603898,3873166.936976858
Operator 6,Well 377,TFH,8969.0,37.0,159,94,25,6144660.0,92604.0,3/8/2015,P & P (cmt.),48.57401318,-102.7756668,LINEAR GEL (HC),660.0,82.66,329.8816568,287.519176,,,,-5922959.033717652,4218645.802463018
Operator 2,Well 3770,TFH,10305.0,25.0,151,98,13,1240005.0,46530.59524,3/22/2012,OH,47.90450829,-103.1691718,,615.63485,41.46,317.4556213,232.237563,181.2952005,154.445175,137.7876397,-6094452.482553197,4017045.831309142
Operator 18,Well 3771,MBH,10092.0,,151,98,29,0.0,0.0,1/1/2012,No Data,47.87610798,-103.2421331,,660.0,109.88,868.7376726,597.5783476,431.1965812,352.6371539,305.0925926,-6114918.048063458,4013083.7355529517
Operator 1,Well 3772,MBH,9161.0,27.0,153,101,31,2320889.0,54261.0,3/18/2012,P & P,48.02599499,-103.7249187,LINEAR GEL (HC),660.0,67.03,358.8757396,267.3241289,221.8387026,201.6363504,186.4371028,-6209284.163255709,4104493.4246610617
Operator 38,Well 3773,MBH,8860.0,30.0,151,99,31,1722039.0,25742.0,2/8/2012,Sleeves,47.84876826,-103.3978499,CROSSLINKED (HC),660.0,101.06,566.9296515,488.2862152,360.9357879,299.9306012,264.5408722,-6154605.829656337,4016245.6274951184
Operator 32,Well 3774,MBH,9642.0,37.0,148,98,14,3523500.0,58823.0,7/29/2012,Sleeves,47.64438622,-103.125696,,660.0,89.31,520.1183432,367.9268025,286.1385054,243.2646651,218.0254219,-6115500.949808825,3923162.5282049538
Operator 41,Well 3775,TFH,8962.0,36.0,151,101,11,3475414.0,81475.0,7/4/2012,P & P,47.90742645,-103.5799043,,660.0,48.53,207.4293228,188.8779312,160.267368,142.4611002,128.7009643,-6189982.750356107,4051474.176845863
Operator 2,Well 3776,TFH,8757.0,22.0,151,98,4,2529097.0,53718.0,4/11/2012,Sleeves,47.93011738,-103.2394848,SW-XL HYBRID,502.8738,71.45,374.5233399,315.9763314,269.5978523,243.0126379,220.5813062,-6107793.220182017,4031630.6873825914
Operator 18,Well 3777,MBH,9300.0,30.0,149,101,8,1285448.0,36329.0,10/10/2012,Sleeves,47.73349948,-103.6363273,SLICKWATER (HC),660.0,54.75,304.4378698,223.6576813,182.5005479,158.0429542,140.3873548,-6224362.206399075,3995789.105240509
Operator 6,Well 3778,MBH,9546.0,,152,96,23,0.0,0.0,1/1/2012,No Data,47.96406374,-102.9309821,LINEAR GEL (HC),660.0,124.57,856.4760026,630.243261,465.3900942,382.7744905,337.6616261,-6031673.866349634,4018588.3493815917
Operator 41,Well 3779,MBH,10670.0,42.0,151,101,11,4192230.0,89423.0,4/21/2012,P & P,47.90748404,-103.5798468,SLICKWATER (HC),534.343255,97.42,763.773833,466.2283585,387.2671488,350.4967492,323.4357879,-6189962.323579235,4051489.4460777887
Operator 6,Well 378,TFH,9054.0,35.0,159,93,29,4087340.0,75605.0,3/16/2015,P & P (cmt.),48.57396963,-102.7323521,SW-GEL HYBRID,660.0,63.95,333.8921762,311.2097304,,,,-5912942.959576588,4215217.648591927
Operator 41,Well 3780,MBH,9373.0,38.0,153,98,25,3780760.0,79074.0,7/29/2012,P & P,48.05204604,-103.2186449,SLICKWATER (HC),568.673665,113.45,861.3083498,562.1630506,431.0815253,368.8983856,328.6516546,-6088246.834205184,4072311.8325886573
Operator 1,Well 3781,MBH,12492.0,38.0,152,100,14,3470634.0,76233.0,1/17/2013,P & P,47.9887394,-103.4389075,,647.385455,167.3,702.7942143,624.2165242,546.049748,498.0276134,466.0092045,-6147225.970633634,4068179.9058559956
Operator 32,Well 3782,MBH,9741.0,30.0,150,95,30,3520070.0,52143.0,5/5/2012,Sleeves,47.78895611,-102.8804165,CROSSLINKED (HC),591.573945,253.91,853.3530572,850.3068157,827.4928775,798.1481481,748.3508657,-6040701.935514949,3953631.6180983703
Operator 22,Well 3783,MBH,9968.0,20.0,153,101,15,3053400.0,77312.0,5/19/2012,Sleeves,48.08028606,-103.6549809,,452.9172,118.96,632.9717291,485.0865659,375.0273943,329.406823,301.95595,-6186379.627795619,4117591.787531886
Operator 32,Well 3784,MBH,9062.0,30.0,148,98,22,3525000.0,51000.0,10/15/2012,Sleeves,47.61733572,-103.1591493,CROSSLINKED (HC),660.0,68.35,300.1972387,233.2237563,199.3863686,178.7420557,164.5162174,-6126600.086539985,3916481.902717994
Operator 1,Well 3785,MBH,8422.0,26.0,152,100,14,2376003.0,48087.0,1/19/2013,P & P,47.98873889,-103.4387235,,637.414065,113.59,563.7409599,511.3083498,428.879027,370.9438235,321.970195,-6147183.149958649,4068164.7490124316
Operator 4,Well 3786,MBH,9437.0,29.0,149,99,17,2360601.0,33568.0,5/17/2012,Sleeves,47.73159401,-103.3794198,,645.046565,80.48,444.4773176,380.0679378,285.042735,242.3223026,212.2534517,-6164475.353104789,3974074.363197516
Operator 35,Well 3787,TFH,9175.0,26.0,152,93,8,2533560.0,72315.0,11/7/2012,Sleeves,47.99566599,-102.6001326,SLICKWATER (HC),456.4494,160.4,878.9612097,644.8608372,522.3646724,456.7864709,405.2103879,-5950602.595901062,4003243.097353128
Operator 32,Well 3788,MBH,10019.0,40.0,148,98,22,4059180.0,65587.0,10/11/2012,Sleeves,47.61733515,-103.1585404,,660.0,89.28,428.0407627,399.813719,298.9206662,247.9509095,219.2143327,-6126457.191848455,3916432.2768185493
Operator 1,Well 3789,TFH,12280.0,38.0,152,100,14,3421480.0,76124.0,1/27/2013,P & P,47.98873837,-103.4385396,,647.385455,104.04,539.3162393,454.0543502,376.3368398,322.0359413,282.5169844,-6147140.353769948,4068149.5969280484
Operator 11,Well 379,MBH,9582.0,36.0,160,93,15,3739476.0,51836.0,8/27/2014,Sleeves,48.68466802,-102.669479,CROSSLINKED (HC),247.51965,83.91,569.9539776,419.6362043,338.5601578,277.0801373,,-5885284.932948536,4248884.714663044
Operator 35,Well 3790,MBH,9014.0,25.0,152,93,9,2527840.0,69574.0,11/12/2012,Sleeves,47.99562597,-102.5997682,SLICKWATER (HC),631.69025,128.23,725.6410256,527.7996932,421.307254,370.1219958,337.8506465,-5950522.119916298,4003200.3088859883
Operator 23,Well 3791,MBH,10099.0,28.0,150,99,11,2955665.0,52866.0,5/30/2012,Sleeves,47.81999321,-103.3241785,,581.960415,87.14,520.5785667,375.6738988,322.0359413,270.9511286,233.8373877,-6140865.296038767,4000258.18916933
Operator 1,Well 3792,TFH,8137.0,26.0,152,100,14,2364605.0,49492.0,1/25/2013,P & P,47.98873786,-103.4383557,,652.63492,52.95,207.6265615,190.8503178,162.962963,149.8685076,135.6865001,-6147097.556336319,4068134.4484051317
Operator 1,Well 3793,MBH,9199.0,30.0,149,98,4,2762087.0,53577.0,5/10/2012,P & P,47.7592183,-103.2258814,LINEAR GEL (HC),640.8178,42.86,266.9953978,247.9289941,213.5930309,186.6279494,163.7163051,-6125191.379633627,3971168.6084935707
Operator 23,Well 3794,TFH,9778.0,32.0,150,99,11,3382167.0,59430.0,5/26/2012,Sleeves,47.81999327,-103.3243089,,460.685795,57.18,266.6666667,248.6631602,225.3616042,186.3065235,159.2893929,-6140895.780543071,4000268.8166947267
Operator 1,Well 3795,MBH,12417.0,38.0,152,100,14,3445933.0,73661.0,2/22/2013,P & P,47.98873734,-103.4381718,,660.0,156.98,713.9381986,583.1470524,502.0819636,460.5997516,423.1563664,-6147054.760083244,4068119.296500172
Operator 41,Well 3796,MBH,9904.0,40.0,151,101,11,3963433.0,88165.0,7/31/2012,P & P,47.90754437,-103.5797933,,634.23,95.79,577.2846811,411.779531,351.0574184,299.9853897,262.7410695,-6189942.496056126,4051505.9934607306
Operator 35,Well 3797,TFH,8959.0,25.0,152,93,9,2467503.0,66527.0,11/16/2012,Sleeves,47.99556865,-102.5992442,,291.4022,121.3,609.7304405,502.9147491,401.8244576,356.8266491,326.3395792,-5950406.369738094,4003138.8598783137
Operator 23,Well 3798,MBH,9539.0,38.0,150,99,11,4065216.0,69877.0,6/3/2012,Sleeves,47.81999333,-103.3244393,,538.72538,133.65,563.4451019,522.5180802,457.4567171,404.0287822,360.6947184,-6140926.265031524,4000279.4442654983
Operator 1,Well 3799,MBH,8389.0,30.0,152,100,14,2755730.0,55187.0,2/23/2013,P & P,47.98873683,-103.4379878,,652.63492,121.68,615.4503616,497.5783476,419.3293886,370.3338447,325.2712032,-6147011.939279461,4068104.1400157227
Operator 4,Well 38,TFH,8426.0,22.0,143,101,30,1800160.0,23355.0,7/23/2011,Sleeves,47.1770592,-103.5377204,,660.0,60.27,259.1387245,228.139382,192.0885382,174.7388414,158.4346921,-6268909.626796534,3794827.57601174
Operator 11,Well 380,TFH,10610.0,36.0,160,93,15,3040079.0,46444.0,8/15/2014,Sleeves,48.68448712,-102.6694803,CROSSLINKED (HC),486.27345,48.8,230.4404997,205.2596976,173.1262327,143.6481847,,-5885306.658411043,4248821.708033922
Operator 1,Well 3800,MBH,10340.0,30.0,152,99,4,2879656.0,60847.0,1/29/2012,P & P,48.00868366,-103.3559275,,533.618305,145.42,821.860618,622.4304186,517.9870699,447.4870334,394.8827526,-6125471.437682423,4068360.0845448915
Operator 35,Well 3801,MBH,9165.0,47.0,152,93,9,9257993.0,171929.0,5/12/2014,P & P,47.99565944,-102.5985217,SLICKWATER (HC),428.13965,180.0,971.860618,818.7924611,657.5279421,561.1622471,488.0780188,-5950226.741357916,4003113.288363855
Operator 11,Well 3802,MBH,9841.0,30.0,151,104,17,2919553.0,38478.0,2/18/2012,Sleeves,47.89227448,-104.0175676,,660.0,56.01,186.6863905,181.7773395,163.1602016,151.6290452,140.2257287,-6293848.659985133,4082326.8025626517
